"","UNIT_NAME","UNIT_TYPE","PARKNAME","pPolyID","placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude"
"102","Crater Lake National Park","National Park","Crater Lake",23,"zzy-222@5v9-6cg-cqz","sg:d366f3a393324fffae85fee44c7aa69b","","","Crater Lake Natural History Association","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,42.909894,-122.140724
"103","Shenandoah National Park","National Park","Shenandoah",38,"222-223@63r-p6q-8d9","sg:685642c8aa464b96928b7a8728dc7ff2","","","Commonwealth Senior Living at Front Royal","","","Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly","Assisted Living Facilities for the Elderly",623312,38.910577,-78.198218
"104","Olympic National Park","National Park","Olympic",36,"zzy-222@5ww-t4f-4qf","sg:c2adb548c01d41778de364646d9781f5","zzy-223@5ww-t4f-4qf","sg:06f37ccd2b324faeb0e17e4cd65b20d3","Madison Falls","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,48.041093,-123.589996
"105","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wf-jgc-brk","sg:56566d41b9ce4069bbae598312dc8ad5","","","Kite Hill Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,44.981493,-110.704162
"106","Indiana Dunes National Park","National Park","Indiana Dunes",44,"222-222@5pv-ysq-j35","sg:e465cd14b5eb416da62a200fb117f66a","","","Indiana Dunes State Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.659308,-87.062925
"107","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-xym-q9f","sg:435f826d25aa44159e8dc55ca2c89cb0","","","Murie Museum","","","Museums, Historical Sites, and Similar Institutions","Museums",712110,43.670583,-110.597277
"108","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hv2-bp9","sg:d9998c1631334f23969c0c7ad347ec25","","","Hiram Caldwell Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.621008,-83.116457
"109","Great Basin National Park","National Park","Great Basin",5,"zzy-222@5z4-6vm-z9f","sg:725e55d2516c42b6a14d2b581e341c06","","","Great Basin National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,39.028639,-114.26711
"110","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-g3w-r8v","sg:c828e56dcc024de2b4c48d60e56d589f","","","Mingus Creek Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.520116,-83.3098
"111","Gateway Arch National Park","National Park","Gateway Arch",9,"222-222@5pj-5gg-dqf","sg:c9f96c958bd74fe48b5fc59f096a57bb","","","The Arch Cafe","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,38.625732,-90.189345
"112","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-223@8g9-fb9-nwk","sg:0c2d6a618641427da1937a204bd692fc","","","Fighting Creek Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.688074,-83.538652
"113","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-222@5yy-53w-t7q","sg:869a2eac12f54ac3a40e3c8b3b7d0937","","","Farview Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.542781,-112.248469
"114","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-h92-v4v","sg:a5c177ee5ba34ceca6e7706988aa0a6c","","","Appalachian Highlands Science Learning Center","","","Other Schools and Instruction","Exam Preparation and Tutoring",611691,35.585978,-83.073161
"115","Acadia National Park","National Park","Acadia",39,"zzy-222@64v-dx4-9j9","sg:bf4ce9fd82754a6fb23bea7f8c356e1b","","","Head of the Harbor Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,44.258398,-68.352176
"116","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-ftm-kj9","sg:d9efccce0c5f4f689852925583cee523","zzy-224@5yz-ftm-kj9","sg:80f1f8ed306a4fe0b7abaf4592aac91d","The Grand Canyon Visitor Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,36.059113,-112.109304
"117","Grand Canyon National Park","National Park","Grand Canyon",30,"222-222@5yz-fth-x3q","sg:1c800491c5ab49ec84dfdb7b1547f973","","","North Country HealthCare Grand Canyon","","","Offices of Physicians","Offices of Physicians (except Mental Health Specialists)",621111,36.047737,-112.128632
"118","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"222-222@63v-cr6-6p9","sg:de5536197a2d41febcfb6d48a26afda5","","","Tinkers Creek Road Tavern","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,41.372981,-81.584182
"119","Kings Canyon National Park","National Park","Kings Canyon",10,"zzy-222@5z7-jqv-49z","sg:153d023f189847bebcced96db2ebf3e4","","","Grant Grove Restaurant","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,36.743539,-118.965631
"120","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yt-tqc-q9f","sg:35c7e723a7684166b1bd293c459d3fc8","","","Golden Canyon","","","Nursing Care Facilities (Skilled Nursing Facilities)","Nursing Care Facilities (Skilled Nursing Facilities)",623110,35.907716,-116.665254
"121","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-ftg-t35","sg:ad330e5bad6f4a75a18f34dc9b2208e8","","","El Tovar Lounge","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,36.057449,-112.137775
"122","Yosemite National Park","National Park","Yosemite",15,"zzy-226@5z7-rjk-z75","sg:ab8978c3de3147a09a876bd65ffd6d5f","","","Merced Grove Trail","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,37.748653,-119.587325
"123","Shenandoah National Park","National Park","Shenandoah",38,"223-222@63r-p6q-8n5","sg:3a67908c5fea47e9a11a02977b4de8ef","","","Skyline Canoe Company","","","Consumer Goods Rental","Recreational Goods Rental",532284,38.909855,-78.195276
"124","Mount Rainier National Park","National Park","Mount Rainier",14,"zzy-222@5x3-y5k-87q","sg:e0be4a60a6ff426b81d2630d59d2892d","","","Mowich Lake Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,46.932784,-121.86311
"125","Kings Canyon National Park","National Park","Kings Canyon",10,"zzy-222@5z7-jqv-q4v","sg:04b5be1713014a52a0885c85e0ed3ae2","","","Crystal Springs Campgrounds","","","Building Equipment Contractors","Plumbing, Heating, and Air-Conditioning Contractors",238220,36.744674,-118.961797
"126","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-693-xh5","sg:1eb1da49473249cc8ec2ba7821074615","","","Cub Lake Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,40.349838,-105.635618
"127","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-hdb-33q","sg:97f3270921694ced9f733690b0a7b5f1","","","Williamson Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.749002,-83.214036
"128","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-222@5yy-848-cqz","sg:1a38953e5652404c9fb53b9179ec14d8","","","Paria View","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.595185,-112.171097
"129","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzw-223@63v-cp9-26k","sg:90007a20abbb4a7da26de472115931d6","222-222@63v-cp9-3kf","sg:4ab8e83d9663496dbaa091a89473118d","Cleveland Metroparks","","","Other Schools and Instruction","Sports and Recreation Instruction",611620,41.304784,-81.626044
"130","Indiana Dunes National Park","National Park","Indiana Dunes",44,"zzy-222@5pv-ysp-wrk","sg:f804b676654742398c4c84c6ffa863d4","zzw-222@5pw-4dv-6kz","sg:7765daef7d26466e94519bccf0ebccf8","Dune Park Station","","","Other Personal Services","Parking Lots and Garages",812930,41.644681,-87.060991
"131","Yellowstone National Park","National Park","Yellowstone",2,"zzy-22c@5wg-k4r-yn5","sg:a0c02e0e5b0a49038ff9617ac5d11ff3","","","Old Faithful Snow Lodge Geyser Grill","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.555049,-110.395741
"132","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzw-222@63v-cp8-z2k","sg:119485c0772c411996bdef56ed6dfc8f","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Sleepy Hollow Golf Course Cleveland Metroparks","","","Other Amusement and Recreation Industries","Golf Courses and Country Clubs",713910,41.305733,-81.619438
"133","Joshua Tree National Park","National Park","Joshua Tree",32,"zzw-222@5z5-9hq-qmk","sg:4b8f95789ae040a88d38edb2f94b81e5","","","Black Rock Canyon Ranger Station","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,34.075815,-116.392133
"134","Yosemite National Park","National Park","Yosemite",15,"zzy-228@5yx-hkn-6x5","sg:b7700ec007ae4cca94276a14ba77abaf","","","National Park Service","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.878383,-119.367413
"135","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-y9j-n89","sg:b582975bb87a4de3bbb868215c24b1a2","","","Hidden Falls","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,43.764976,-110.750789
"136","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-693-8gk","sg:9e826732a9454b77a9a4356a8df68e64","","","Doctor Thornton R Sampson Grave","","","Death Care Services","Cemeteries and Crematories",812220,40.354718,-105.632211
"137","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-xrm-v75","sg:b13ef5c07e2e4435880b70093eba2ae5","","","Moose Fire Department Grand Teton National Park","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,43.660133,-110.715348
"138","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-h3w-f75","sg:16886d64652d4ca08b7eb622d3575506","","","Biscuit Basin","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,44.523606,-110.840027
"139","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-4cy-5cq","sg:b80fd1d26b224139a8475d2d1be957a0","","","Woolsey Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.141407,-86.117217
"140","Bryce Canyon National Park","National Park","Bryce Canyon",1,"zzy-224@5yy-82r-zxq","sg:c96e1004ca114e8782c38c2116f187ab","","","Ponderosa Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.628352,-112.162932
"141","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-r5c-3kf","sg:247807e71fa94ab39fb983c17f8d16c4","zzy-224@5z7-r5c-3kf","sg:804636d2a769457ca6ef881c45bd55d9","Bridalveil Creek Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.6739,-119.637852
"142","Indiana Dunes National Park","National Park","Indiana Dunes",44,"222-222@5pv-ysm-rp9","sg:6a6ab807c43e4d5db6ab2f7336a0706c","zzw-222@5pw-4dv-6kz","sg:7765daef7d26466e94519bccf0ebccf8","Northern Indiana Pub Serv Co Bailly Plant","","","Electric Power Generation, Transmission and Distribution","Fossil Fuel Electric Power Generation",221112,41.629866,-87.092149
"143","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fth-b49","sg:8199d1ea1b994694b76753a310a42df8","","","Chase","SG_BRAND_cd8e7918010a87cc619849e00265c9a6","Chase","Depository Credit Intermediation","Commercial Banking",522110,36.054138,-112.121005
"144","Great Sand Dunes National Park","National Park","Great Sand Dunes",26,"zzw-222@5q8-qdj-yvz","sg:4d2076ea215640739aca37f4ab2b096d","","","Great Sand Dunes National Park and Preserve","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.732994,-105.512394
"145","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4rs-c89","sg:d69778a8c9624ad4987bb0526b4b637b","","","San Vicente Crossing Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,29.132567,-103.02242
"146","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-mxm-ckf","sg:b9d187122fab4456861f0fbd42560f95","","","Buchanan Family Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.653101,-83.88576
"147","Zion National Park","National Park","Zion",21,"zzy-222@5yy-b5c-gc5","sg:41f6daa5b69c4be3b6f72ef803e0a2ff","222-222@5yy-b5c-gc5","sg:29d1956f9d274228975edb8d03aca227","Castle Dome Cafe","","","Restaurants and Other Eating Places","Snack and Nonalcoholic Beverage Bars",722515,37.250148,-112.956413
"148","Yosemite National Park","National Park","Yosemite",15,"zzy-224@5z7-r5c-3kf","sg:804636d2a769457ca6ef881c45bd55d9","zzw-222@5z7-r6t-435","sg:46889f52ddec4bcaa94368692656c6e7","Ostrander Lake Trailhead","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.673875,-119.637865
"149","Grand Teton National Park","National Park","Grand Teton",25,"222-223@5qp-t65-975","sg:9ea8d5a14d874b42a7e80c13dac4fed7","zzw-222@5qp-t65-c89","sg:504cede9aaaf4b60bf73aaadea5f72d6","Enterprise Rent-A-Car","SG_BRAND_9f497514e036d97886867c3fe21baf6a","Enterprise Rent-A-Car","Automotive Equipment Rental and Leasing","Passenger Car Rental",532111,43.603029,-110.736236
"150","Mesa Verde National Park","National Park","Mesa Verde",47,"zzy-222@5qf-f2h-r49","sg:295caa2aab144599842e8e3d1d100ffc","","","Soda Point","","","Grocery Stores","Supermarkets and Other Grocery (except Convenience) Stores",445110,37.16754,-108.469861
"151","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2rc-7dv","sg:7c85986b04854de2ada723a3da5931f9","","","Collins Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.197823,-86.073322
"152","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzw-222@63v-c7t-ty9","sg:80d03c4312744deca5df2826700efc9a","","","Cascade Valley Metro Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.158204,-81.585933
"153","Theodore Roosevelt National Park","National Park","Theodore Roosevelt",22,"zzy-222@5st-jsh-dsq","sg:89dc8d53cadb4f84adc23b683ef058b7","","","Chimney Park Picnic Area","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,46.915588,-103.528139
"154","Glacier National Park","National Park","Glacier",24,"zzy-222@3wy-prx-td9","sg:8e6b1f00e6f040b0939cfd190013c17f","","","Apgar Boat Rentals","","","Consumer Goods Rental","Recreational Goods Rental",532284,48.617423,-113.879114
"155","Shenandoah National Park","National Park","Shenandoah",38,"zzy-222@63g-jfv-2ff","sg:e09a39c563fc41ef93901b29c8c052b1","","","Dean Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,38.381206,-78.525384
"156","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-bg2-hdv","sg:08482009eb4842a79bbcdf384f84589d","","","Bright Angel Point Trail","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,36.198354,-112.051929
"157","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzz-222@63v-cr6-jn5","sg:61c34654539c4250a0b895e148eb8679","","","Bedford Reservation","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.375587,-81.560823
"158","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-gzv-hkf","sg:bbf57ab8dfbc42f7a4b673c42a9b8dfe","zzw-224@5wg-gzv-hkf","sg:c58213a815b94f48a46339482744d7f5","Fort Yellowstone Horace M Albright Visitor Center","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,44.462081,-110.642431
"159","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-mcd-89z","sg:41bca0e9939c4c16b66981ec3e0f4b89","","","Tower Falls","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,44.893831,-110.38718
